DNI,Apellidos,Nombre,Sexo,Salario,CP,Provincia
330350R,Batista Durán,Félix Antonio,H,849.0€,28,Madrid
22838585E,Pérez Pablo,Ariadna,M,2003.62€,28,Madrid
33665868D,Soria Pitarch,Alfredo,H,2218.87€,34,Palencia
92831496T,Moñino Hernández,Ana María,M,2033.8€,41,Sevilla
71832072J,Fernández García,Nicolás,H,2665.28€,7,Baleares
25724825S,Ramírez Rodríguez,Carlos,H,2571.64€,3,Alicante
21824629K,Agulló Martínez,Alfonso,H,613.68€,18,Granada
71018083V,Porcel Salinero,Miriam,M,3544.58€,30,Murcia
22048825J,Asensio Reyes,José María,H,1167.39€,23,Jaén
69446897F,Hidalgo Milla,Gregorio,H,3510.86€,32,Ourense
40106236D,Muriel González,Francisco,H,1132.75€,35,Las Palmas
80299201Z,Moreno Tocino,Juan,H,693.3€,8,Barcelona
83542731S,Martínez Rodríguez,Eva,M,1052.09€,28,Madrid
48606340A,Barbero Feria,Raimundo,H,2281.4€,8,Barcelona
64819785N,Caballero Villena,María Jesús,M,2775.41€,6,Badajoz
94892696D,García Becerra,Noelia,M,3499.2€,30,Murcia
34731289R,Guzmán García,Máximo,H,1282.65€,11,Cádiz
80072950Z,Pérez Vidal,José Luis,H,3109.32€,35,Las Palmas
93585847C,Salas Zapata,Juan Miguel,H,1853.5€,16,Cuenca
62052839N,Aguilar López,Daniel,H,2257.08€,18,Granada
51729157H,Bañon Pérez,Cristina,M,1800.39€,41,Sevilla
94105576H,Hurtado Pérez,Gilda,M,2609.25€,8,Barcelona
77599955W,Ramos Ruiz,Alfredo,H,1253.98€,29,Málaga
98337761L,Díez Insua,Rosa,M,2633.1€,8,Barcelona
96890100R,Aguirre Marcos,Juan,H,2980.71€,28,Madrid
90388868H,Navarro Vila,Beatriz,M,1629.85€,48,Vizcaya
87097394M,Luque Martín,Jaime,H,1370.25€,38,Santa Cruz de Tenerife
98478102Z,Aparicio Garrido,Belén,M,2587.16€,8,Barcelona
11587545F,Pinto Mena,David,H,1150.8€,33,Asturias
55259768Z,Muller Delgado,Piedad,M,2367.11€,36,Pontevedra
12176898P,Bayona Álvarez,Celeste,M,3554.5€,29,Málaga
93599130D,Canto Rodríguez,Shakira,M,2783.12€,11,Cádiz
2354219P,Tena García,Carlos,H,1688.76€,28,Madrid
25948326W,Fernández Martín,Ángel,H,1343.7€,33,Asturias
89910373S,Torres Sánchez,Óscar,H,3285.65€,26,La Rioja
64786994L,Hernández Vargas,Samanta,M,2217.81€,12,Castellón
90458385Y,Balbas Blázquez,Corín,M,3456.95€,32,Ourense
61583226J,Pradas Rodríguez,Leonardo,H,3187.78€,46,Valencia
46810321P,Sánchez Alejos,Estefania,M,1122.1€,46,Valencia
21602939M,Varela Santana,Alfredo,H,1149.89€,41,Sevilla
35326255A,Arques Torre,Lumila,M,3587.34€,46,Valencia
39013150K,Bravo Hidalgo,AiNMoa,M,3260.92€,46,Valencia
53246108G,Moscoso Rodríguez,Ramiro,H,1913.14€,37,Salamanca
93137699G,Castro García,Ismael,H,2042.02€,28,Madrid
41927088C,Rosa Pulido,Nicolás,H,2932.23€,8,Barcelona
34170919A,de la Hoz Gato,María Elena,M,1082.18€,8,Barcelona
3294851D,Pareja López,Jazmín,M,1679.9€,8,Barcelona
51561452Y,Medina Gil,Victor,H,1142.28€,28,Madrid
21319661H,García Sánchez,Rafael,H,2821.03€,28,Madrid
76758111G,Novillo Díaz,Caterina,M,3174.06€,50,Zaragoza
59782123V,Pulido Veiga,Francisco,H,2044.17€,41,Sevilla
94863123Z,López Millán,Diana,M,1525.74€,28,Madrid
92015682L,Aparicio Asensio,Eloy,H,1122.22€,37,Salamanca
77453672E,Varela Iglesias,Roberto,H,1416.06€,43,Tarragona
39912284Q,Llamas Díez,Sonia,M,3082.61€,8,Barcelona
56585992N,Rey Gutiérrez,Julia,M,2892.1€,38,Santa Cruz de Tenerife
87647884J,Garrido Sánchez,María del Mar,M,1999.09€,15,La Coruña
22650756B,Blanch Segovia,Covadonga,M,2232.82€,14,Córdoba
61907745W,Socas Risco,Santiago,H,1014.13€,11,Cádiz
85854934M,Chen de León,AiNMoa,M,1172.53€,50,Zaragoza
73637436S,García Sánchez,Ángeles,M,1168.95€,29,Málaga
11901868N,Fuertes Picón,Isidro,H,2966.19€,11,Cádiz
27470997G,Ruiz Morales,Rosabel,M,2189.58€,13,Ciudad Real
50853824L,Herráez Baez,María Jesús,M,1036.84€,29,Málaga
72137446Q,Fuentes Grueso,Carolina,M,927.52€,36,Pontevedra
77803159R,Rodríguez Guillén,Eugenio,H,3584.37€,31,Navarra
78652793S,Menéndez Higueras,Jesús,H,1445.99€,32,Ourense
63149996T,Ortega Rodríguez,Rosalba,M,2711.27€,38,Santa Cruz de Tenerife
50486317Y,Muñoz Curiel,Mario,H,1683.58€,31,Navarra
76974467E,Castro Teruel,Germán,H,2466.19€,21,Huelva
40854385Z,Sanz Montes,Pelayo,H,1011.22€,29,Málaga
98875855M,Ortiz Conde,Berta,M,3118.08€,28,Madrid
43736732R,Pons Balsalobre,Susana,M,2263.88€,3,Alicante
74092491S,Martín Lavado,Isidro,H,3364.76€,4,Almería
46211239F,Morcillo del Río,Begoña,M,800.5€,31,Navarra
5766079W,Carrillo Nadal,Rebeca,M,1229.66€,16,Cuenca
56533117Z,Gil Velázquez,Tatiana,M,1793.73€,47,Valladolid
58610320H,Rodríguez Esteban,Malaquías,H,2802.31€,30,Murcia
23500221V,Muñoz Díaz,Aristóteles,H,3132.69€,30,Murcia
32412071B,Ríos Martínez,Matías,H,1693.21€,43,Tarragona
23692429Z,Mira Guzmán,Mirtha,M,2536.34€,28,Madrid
35847232F,Cánovas Portillo,Belén,M,3076.53€,26,La Rioja
41981720G,Grueso González,Alicia,M,611.85€,28,Madrid
97833700A,Blanco Franco,Javier,H,3226.12€,3,Alicante
2300157L,Vicent Sánchez,Marco Antonio,H,2682.03€,28,Madrid
20558537X,García Muñoz,Iván,H,2769.09€,21,Huelva
7232780Q,Melgarejo Manzano,María Luisa,M,3168.82€,30,Murcia
35581511M,Bosch Oria,José Antonio,H,2008.12€,28,Madrid
20965466T,Fernández Galera,Mónica,M,718.26€,16,Cuenca
31895961K,Maroto Arroyo,Beltrán,H,2137.56€,29,Málaga
27046758T,Calvo Vázquez,Corín,M,1037.78€,29,Málaga
97070997A,Sosa Bueno,Marco,H,3302.65€,50,Zaragoza
24086426K,Jiménez García,Yedra,M,682.22€,8,Barcelona
43844889N,Ares Saiz,Verónica,M,1045.27€,43,Tarragona
94869638C,Díaz Sánchez,Juan Julio,H,2754.1€,31,Navarra
83713735Z,Medina Nadal,Zoraida,M,828.5€,48,Vizcaya
20558320T,Martínez Vicente,Esther,M,3299.91€,8,Barcelona
84775557H,García Ortiz,Fernando,H,2136.48€,8,Barcelona
77012599C,Álvarez Flores,Feliciano,H,1102.95€,27,Lugo
96648476S,Sanz Martins,Tomás,H,2971.53€,49,Zamora
77315033G,Jiménez Almazán,Adriana,M,749.17€,20,Guipúzcoa
3671037F,Lobato Gómez,Carlos,H,2799.95€,35,Las Palmas
38025005W,Sánchez Mouriño,Raúl,H,3321.65€,8,Barcelona
46488599X,Gómez Vázquez,Federico,H,1777.5€,38,Santa Cruz de Tenerife
88425584Z,Prieto Jin,Silvia María,M,2548.45€,21,Huelva
28895696Z,Carrasco Viera,Ángeles,M,1079.67€,20,Guipúzcoa
96131500X,Silva Otero,Remedios,M,1764.53€,49,Zamora
53490548T,Sánchez Rodríguez,Rosalba,M,2798.27€,46,Valencia
174856X,González Sánchez,María Paz,M,1869.33€,48,Vizcaya
38043517E,Ferrándiz Maroto,Elías,H,3089.24€,3,Alicante
67531438B,Coronado Agudo,Carina,M,1675.15€,8,Barcelona
90911248E,Vaca Martos,Blas,H,3277.22€,8,Barcelona
81639661B,Flores García,Mónica,M,1397.85€,44,Teruel
34456530T,Benavides Fajardo,Noelia,M,1665.09€,28,Madrid
34628365W,Morales Menor,Ismael,H,678.89€,41,Sevilla
81060684J,Murcia Fernández,Rocío,M,1853.66€,46,Valencia
98728245D,Gallego Martín,Tasio,H,2727.9€,43,Tarragona
87429325T,Brea Vieites,Alfredo,H,2953.53€,8,Barcelona
58901875W,López Sánchez,Lourdes,M,3107.54€,41,Sevilla
44669172K,Ibáñez García,Alberto,H,941.91€,35,Las Palmas
77483448J,Rodríguez Barba,Juan Miguel,H,3159.99€,15,La Coruña
38916413E,Martín Rodríguez,Nicolás,H,1368.04€,23,Jaén
54153616R,Berrio Sanchís,Raúl,H,1298.28€,28,Madrid
29677106E,Mateo Murillo,Sara,M,3197.44€,8,Barcelona
29656671B,Quero García,Violeta,M,1699.18€,28,Madrid
9735004R,García Moreno,Julián,H,875.52€,8,Barcelona
40253811Q,Caballero Castaño,Nieves,M,1570.43€,18,Granada
5418241Q,Cánovas Argüello,Consuelo,M,2020.37€,37,Salamanca
60141919R,Odriozola Vázquez,Elisa,M,1998.39€,28,Madrid
52806538X,Hernández Navarro,Agustín,H,1874.0€,23,Jaén
11284150M,Rodríguez Ramos,Leticia,M,2676.53€,25,Lérida
2405871W,Pérez López,Sebastián,H,866.37€,28,Madrid
81816185X,Valcárcel Garay,Rosalía,M,1976.58€,7,Baleares
99906067R,Batista Jiménez,Alba,M,2009.23€,5,Ávila
75117490L,Yubero García,Marco,H,3148.21€,3,Alicante
6544546B,Galindo García,Julio José,H,2235.22€,36,Pontevedra
28664436L,Moreno González,Ramiro,H,1856.01€,46,Valencia
31689398K,Giménez Tarancon,Chenoa,M,1143.82€,11,Cádiz
53994258X,Verdaguer Mora,Anibal,H,3112.45€,6,Badajoz
79578207R,Armendariz Romero,Isabel,M,2589.22€,41,Sevilla
82774578Q,Mora Jiménez,Nicolette,M,3408.56€,23,Jaén
68443682Y,Castañer Rodríguez,Melquiades,H,1340.06€,46,Valencia
77550044R,Guillén Ferrón,Blanca,M,1840.61€,8,Barcelona
74948968H,García Bort,Rocío,M,2116.87€,18,Granada
14869706E,Ojeda Fernández,Sonia,M,2278.46€,24,León
31057895Y,Rivas Solana,Blanca,M,1146.21€,30,Murcia
51018408S,Barrul Saldaña,Diana,M,3510.08€,48,Vizcaya
49979005M,Vela Moreno,Leandro,H,2201.43€,41,Sevilla
81502083L,Arnedo Castel,Manuel Jesús,H,2356.94€,3,Alicante
58135454X,Castel Villarroya,Marisol,M,2686.09€,2,Albacete
41977376F,Ruiz López,Sandra,M,3407.75€,39,Cantabria
41401306H,Gómez Sánchez,Vicente,H,2679.55€,28,Madrid
24865223S,Duro García,Borja,H,1324.09€,4,Almería
85972011N,Vera Sánchez,Zoraida,M,2042.92€,50,Zaragoza
99027739C,Pérez Fernández,Esperanza,M,3084.48€,38,Santa Cruz de Tenerife
71753326L,Romero Castella,Alicia,M,2482.1€,41,Sevilla
83387547N,Giménez Ladron de Guevara,Verónica,M,644.13€,18,Granada
3297196P,Alonso Contreras,Carlos Bruno,H,1200.86€,28,Madrid
95185722S,Ruano Rodríguez,Leire,M,1781.5€,22,Huesca
89010870L,Ollero Cáceres,Rocío,M,2037.34€,38,Santa Cruz de Tenerife
42853110Q,Ferro Mestres,Olga,M,3502.33€,38,Santa Cruz de Tenerife
82229911N,Tejedor Ramos,Marisol,M,2361.55€,8,Barcelona
77542145Z,Fernández Romero,Gloria,M,1792.18€,41,Sevilla
11077794M,Moreno Gutiérrez,Cristina,M,885.91€,28,Madrid
38751885J,Moyano Sánchez,Silvia,M,1405.42€,7,Baleares
60822559W,Martínez Marín,Mayra,M,1787.58€,15,La Coruña
2884749C,Montane Lorenzo,Roberto,H,2297.11€,6,Badajoz
50360409T,Piñero Merino,Plinio,H,3307.71€,20,Guipúzcoa
60894184M,Amador Fuentes,Miguel Angel,H,3431.68€,28,Madrid
10870320Z,Rodríguez Verdugo,Marta,M,1441.37€,8,Barcelona
46499846X,Domínguez Ramos,Santiago,H,614.98€,16,Cuenca
31643766K,Pérez Laso,María del Valle,M,1392.65€,28,Madrid
11030750L,Garrido Muñoz,Patricia,M,3413.06€,3,Alicante
67337414S,Rivera Díaz,Raquel,M,2585.2€,28,Madrid
88264044A,Suárez Ballesteros,Josué,H,749.04€,46,Valencia
88850236V,Loro González,Juliano,H,2900.2€,6,Badajoz
23302174T,Santana Ortega,Jésica,M,658.81€,28,Madrid
22803096E,Bragado García,Montserrat,M,1187.02€,28,Madrid
6406278L,Manuel Botella,Carmen,M,3576.16€,41,Sevilla
32999145X,Rocha Cabrera,Nieves,M,2447.07€,45,Toledo
75798247E,Segura Cobos,Raúl,H,3188.21€,28,Madrid
1755814V,Serrano García,Estefania,M,2436.25€,17,Gerona
44964907E,Diego Otero,Adalia,M,2024.73€,46,Valencia
24799436P,Sanz Martín,Ramiro,H,1038.03€,11,Cádiz
99339925G,Gómez Balaguer,Fructuoso,H,2830.11€,4,Almería
25364851Z,Román Robles,María de Montserrat,M,1915.59€,28,Madrid
65984243A,Fernández Martínez,Violeta,M,2117.97€,43,Tarragona
60795691K,Leiva Vilar,Sergio,H,1711.55€,41,Sevilla
26803612X,López Hidalgo,María del Mar,M,2967.41€,33,Asturias
57534476E,Sánchez Sánchez,Juan Ángel,H,1996.72€,7,Baleares
51889286K,Estévez Ramírez,Bruno,H,820.52€,28,Madrid
91851025L,Jiménez Díaz,Roberto,H,2110.13€,3,Alicante
22889489G,Villegas Terán,Sabino,H,2157.13€,20,Guipúzcoa
87596471M,Hernández Ortiz,Rodrigo,H,2831.91€,15,La Coruña
87247113V,Varela Aguilera,Sabino,H,1219.28€,34,Palencia
36988758C,Braña Pérez,Pablo,H,2104.5€,13,Ciudad Real
90192667F,Ortiz Rodríguez,Miguel Angel,H,2339.87€,46,Valencia
53922602E,Monreal Gómez,Zaida,M,1898.22€,28,Madrid
22267750R,Pérez Pérez,Ruth,M,693.25€,41,Sevilla
34227951H,Martín García,Celia,M,3201.44€,8,Barcelona
62767949Y,Sánchez Penedo,Maica,M,867.29€,14,Córdoba
46039477D,Tejero Martín,Estefania,M,3417.45€,20,Guipúzcoa
2917034J,Mora Rodríguez,Ángela,M,3382.3€,15,La Coruña
83036264P,Ramos Rodríguez,Yolanda,M,1346.88€,11,Cádiz
73086009J,Fernández Canosa,Alejandro,H,3121.97€,35,Las Palmas
40503945W,Mendoza Sánchez,Alexandra,M,2122.31€,28,Madrid
44408373L,Sánchez Benítez,Sara,M,1451.81€,43,Tarragona
80386783N,Gutiérrez Sanz,Nerea,M,2898.89€,8,Barcelona
12360902N,Castañeda Remón,Marco Antonio,H,3081.33€,45,Toledo
27848014M,Torrero Jiménez,Fermín,H,2767.84€,41,Sevilla
26109959Z,Hortelano González,Olegario,H,2367.25€,31,Navarra
34143832X,Vivas Arcos,Julio,H,1989.66€,3,Alicante
97685727N,Castells García,Mar,M,785.49€,14,Córdoba
74327991H,Lozano Jiménez,Anastasia,M,1497.52€,3,Alicante
96548403S,Palomar Aranda,Lucinda,M,2642.28€,3,Alicante
53615996Y,Jiménez Torrente,Pascual,H,3220.99€,28,Madrid
12245415P,Ponce Fernández,Pablo,H,2308.85€,15,La Coruña
33013426P,Castillo Sanz,Sandra,M,664.22€,28,Madrid
97209416P,Vergara Hellin,Lucía,M,3304.03€,4,Almería
67602925Z,López Gil,Blanca María,M,1644.85€,6,Badajoz
97082575N,March Martínez,Henar,M,2505.79€,28,Madrid
73927107R,López Moreno,Carlos Isidro,H,2978.88€,28,Madrid
43230582N,Fajardo Martín,Arantxa,M,2630.71€,26,La Rioja
5125702Z,Alonso Barbera,Ramiro,H,2268.44€,8,Barcelona
44474371F,Fernández Montero,Carmen,M,3503.31€,4,Almería
42498231G,Fernández Ruiz,Erasmo,H,1913.58€,3,Alicante
37850861Z,Díaz Urban,Tatiana,M,2559.59€,45,Toledo
93268896D,Ordóñez Llobet,Roberto,H,1892.7€,48,Vizcaya
73935465X,Castillo Tirado,Rosalba,M,1646.54€,45,Toledo
79516582Q,López Larrosa,Arsenio,H,1120.31€,35,Las Palmas
45626000A,del Pino Fernández,Nicolette,M,3537.36€,23,Jaén
80175706Y,Palomino Gómez,Raquel,M,2943.62€,28,Madrid
62194064V,Cebolla González,Vera,M,2368.02€,38,Santa Cruz de Tenerife
44076407N,Morillo García,Carmen,M,2243.28€,20,Guipúzcoa
6938497H,Plaza Robledo,María Victoria,M,2490.04€,46,Valencia
79225788B,Bonilla Ferrer,Azucena,M,3087.8€,4,Almería
48195135S,García Velasco,Loreto,M,1247.26€,32,Ourense
73674371N,Carrascosa Román,Alejandro,H,899.98€,38,Santa Cruz de Tenerife
43225367H,Gutiérrez Martínez,Jaime,H,3026.41€,46,Valencia
52788791L,Pino Santos,Noelia,M,836.44€,30,Murcia
43266923J,Moreno Domínguez,María Gracia,M,1354.4€,17,Gerona
92676845R,Carmona Rojas,Iraida,M,784.75€,6,Badajoz
78616455V,Amado Morante,Rosaura,M,1956.36€,8,Barcelona
10684780S,Plaza Salazar,Faustina,M,1036.68€,18,Granada
45043885H,Menéndez Trueba,María Luz,M,2830.19€,30,Murcia
41797483C,Aguirre Miquel,Mafalda,M,808.81€,28,Madrid
89320558N,Monroy García,Esperanza,M,2704.91€,29,Málaga
89596050X,Madrigal Cabre,Dámaso,H,2124.36€,23,Jaén
81571235X,Fraile García,Pablo José,H,1544.0€,8,Barcelona
47026868X,Herrador Blanco,Sonia,M,931.78€,36,Pontevedra
87116189D,Ramiro Gómez,Anaís,M,3232.64€,39,Cantabria
5163160M,Pérez Robles,Rosa,M,2269.59€,35,Las Palmas
99223269G,Pérez Castro,Alberta,M,3592.78€,38,Santa Cruz de Tenerife
76631819M,Largo Monge,Mirella,M,2862.21€,28,Madrid
47698317C,Domingo Haro,Isabel,M,635.02€,28,Madrid
28361197N,González Alcaraz,Amadeo,H,3084.1€,35,Las Palmas
54649751A,Pérez Sorribes,Luis Alberto,H,3355.62€,41,Sevilla
49392632V,Abril Ripoll,Raúl,H,1108.33€,8,Barcelona
8401956X,San José Salcedo,Mirena,M,1685.74€,28,Madrid
31990682M,Calderón Naval,Eva María,M,3379.11€,38,Santa Cruz de Tenerife
76921572G,González Santana,AiNMoa,M,802.34€,28,Madrid
56172411V,Cayuela Romeo,Katherine,M,1945.27€,29,Málaga
82968002X,Fernández Orgaz,Juan Manuel,H,2213.32€,43,Tarragona
81730698Z,Jiménez Álvarez,Paula,M,1562.81€,46,Valencia
31379031Q,Lorente Travieso,Cristina,M,1768.99€,30,Murcia
40213382K,González Fernández,Manuel Jesús,H,1731.1€,8,Barcelona
73536282S,Rubio Caminero,Alberto,H,3355.29€,25,Lérida
9190191N,Romeo Manzanera,Eusebio,H,648.3€,28,Madrid
41393004L,Valencia Pavón,Raquel,M,2959.08€,36,Pontevedra
49230861M,Reig Capitán,Neli,M,651.56€,28,Madrid
1945231Y,Lafuente Marco,David,H,3421.19€,28,Madrid
1756613B,Ruedas Mallen,Rocío,M,3506.31€,34,Palencia
8331432G,Soler Herrera,Jorge,H,1506.43€,15,La Coruña
24426340H,Zapata Gallegos,Alberto,H,1402.08€,46,Valencia
33687263Z,Serra Zamora,Esperanza,M,2312.88€,24,León
75779395F,Moreno Pérez,Lucía,M,940.87€,7,Baleares
13480441A,Mancheño Rubio,Raúl,H,3044.17€,18,Granada
27966919T,Delgado Vílchez,Mafalda,M,3525.63€,28,Madrid
28513304C,García Salvador,Eustaquio,H,3200.12€,25,Lérida
65739011C,Fernández Castellano,Rosa,M,3392.01€,40,Segovia
88501585T,Vázquez Martínez,Angélica,M,3363.77€,8,Barcelona
31279152A,Moreno Lozano,Davinia,M,1116.1€,14,Córdoba
21699592N,García Viñas,Elisa,M,3429.45€,52,Melilla
62540650Q,Villamayor Perdomo,Lorenzo,H,2576.31€,21,Huelva
3213616X,Hurtado Nebot,Paloma,M,1919.02€,30,Murcia
91681028S,Castillo Lechuga,Paul,H,2369.49€,15,La Coruña
19384311A,Cantero Navarro,Horacio,H,3455.85€,10,Cáceres
68934846M,Ávila Rodríguez,Fabián,H,2164.23€,10,Cáceres
41069268P,Martínez Martín,Lidia,M,632.15€,33,Asturias
34426775F,Fernández García,Patrocinio,H,3018.71€,15,La Coruña
80151190P,García Zúñiga,Sara,M,2929.71€,28,Madrid
9305638E,Echeverría Pino,José,H,2662.38€,41,Sevilla
13654615K,Fernández Trujillo,Jorge,H,2692.32€,28,Madrid
31164746E,Rubi Zornoza,Violeta,M,1023.07€,8,Barcelona
53181737X,Gallego Álvarez,Carlos,H,945.29€,41,Sevilla
34680160R,González Sierra,Nélson,H,1019.61€,30,Murcia
5870490Q,Losada Domínguez,Beatriz,M,1301.88€,4,Almería
24109636R,Sánchez Ramos,Pedro,H,2999.31€,28,Madrid
50817278C,Pinilla Domínguez,Ana,M,1862.5€,46,Valencia
1801814V,García Simón,Rafaela,M,1107.7€,7,Baleares
43162572J,Palacios Castaño,Victor,H,2621.13€,8,Barcelona
87905883K,Martínez Sáez,Nuria,M,2778.95€,28,Madrid
50266506Y,Aguirre Muñoz,Gedeón,H,3050.05€,45,Toledo
77472488R,Fernández Pérez,María del Valle,M,3140.1€,48,Vizcaya
31248755N,Rodríguez Machín,Adriana,M,2489.94€,8,Barcelona
48209993S,Labrador Mendoza,Alberto,H,1154.99€,6,Badajoz
45463833D,Carracedo Hernández,María José,M,2366.0€,28,Madrid
26107504C,Tarancon Badía,Ricardo,H,2287.21€,36,Pontevedra
37249422W,Martínez Bernat,Mario,H,862.62€,21,Huelva
87445283L,García Martín,Miguel,H,1341.44€,30,Murcia
5728281Q,Torres Madrigal,María Paula,M,1190.59€,28,Madrid
79560358T,Guerrero Moreno,Mateo,H,2221.43€,46,Valencia
58958294W,Correa García,Fernando,H,3282.43€,12,Castellón
63983318D,Mier Martín,Yolanda,M,909.89€,28,Madrid
42892241R,Barrera Rodríguez,Óscar,H,3356.74€,35,Las Palmas
63762499J,Serrano Reyes,Rocío,M,1082.95€,28,Madrid
66198593Q,Sánchez Duque,Lourdes,M,2142.61€,45,Toledo
51182059K,Jiménez Bermúdez,Norberto,H,1990.18€,8,Barcelona
42963950L,Pérez Ochoa,Andy,H,1384.81€,7,Baleares
66586726R,Rey Campos,José Germán,H,3394.47€,28,Madrid
94791179Z,Tineo Morillas,Santiago,H,1933.39€,28,Madrid
67261622P,Lorente López,Silvestre,H,1325.61€,3,Alicante
82157046B,Ramírez Ramírez,Óscar,H,1021.31€,50,Zaragoza
75581063G,García Villar,María del Mar,M,773.01€,28,Madrid
29618519Q,García García,Belén,M,3157.5€,46,Valencia
15924198X,Fernández Madrid,Sandra,M,1358.47€,6,Badajoz
20265121M,González Ortiz,Andrés,H,2205.03€,8,Barcelona
92833245R,Palma Margalef,César,H,2887.32€,46,Valencia
28600194Q,Bonilla Plasencia,Luisa,M,2111.47€,13,Ciudad Real
90925573H,Sánchez Marín,Alfredo,H,2887.46€,24,León
46878686V,Díaz Martín,Bienvenido,H,3239.52€,28,Madrid
47214201P,Gómez Durán,Óscar,H,2991.12€,8,Barcelona
14102837L,García Prieto,Casandra,M,3276.0€,8,Barcelona
15481418A,Cancela Rodríguez,Adalia,M,1986.38€,39,Cantabria
47836545H,Cabrera Moreno,Pedro José,H,3137.2€,8,Barcelona
71612262Z,Pina Menéndez,Zaida,M,3525.72€,36,Pontevedra
92389327Y,Gómez Vargas,Vicente,H,2635.7€,46,Valencia
89442292F,Jiménez Cañas,Adalia,M,2801.99€,28,Madrid
60573053T,García García,Fermín,H,1818.24€,43,Tarragona
94508061A,Domínguez Lorenzo,Rafaela,M,729.76€,10,Cáceres
55169143D,Serena Pulido,Ismael,H,856.89€,8,Barcelona
3597127L,Ruiz Conejero,Mar,M,3558.9€,30,Murcia
97667302X,Velázquez Fernández,Amalia,M,1096.42€,28,Madrid
11353360P,Rodríguez Salvado,María Victoria,M,2919.4€,8,Barcelona
70143781Z,Torres Hernández,Luis Miguel,H,2891.96€,34,Palencia
51265690R,López Veiga,Vivian,M,1590.79€,8,Barcelona
37919790N,Bermudo Mesa,Ángeles,M,3164.43€,36,Pontevedra
51705371Z,Montes Marín,Carlos Alberto,H,3109.21€,7,Baleares
79648210S,Turón Monge,Tatiana,M,3249.45€,28,Madrid
22516354K,Sánchez Gómez,Tomás,H,3489.23€,4,Almería
13676662B,López Medina,Feliciano,H,2602.4€,28,Madrid
42931380V,Cortés Julián,Alfredo,H,2932.03€,8,Barcelona
98071333T,González Perelló,Julián,H,2871.41€,10,Cáceres
5896229H,Viqueira Fernández,Fabiola,M,1515.81€,8,Barcelona
61891174Z,Murillo Luque,Patricia,M,2776.63€,28,Madrid
90536755S,Gallego Ruiz,Juan Carlos,H,1385.37€,31,Navarra
29695485R,Sánchez Santos,Gloria,M,1292.78€,46,Valencia
46486557S,Caro Pulido,Alejandro,H,1257.38€,4,Almería
54556480C,Moreno Blanco,Quintín,H,1869.04€,43,Tarragona
48782764V,Ruiz Vargas,Nieves,M,2782.6€,6,Badajoz
18926974K,Llorente Martínez,Raquel,M,1522.33€,45,Toledo
17396991K,González Cuadra,Clara,M,2121.28€,7,Baleares
81663486P,Sánchez García,Guillermo,H,2683.57€,29,Málaga
43248817P,Muelas Simo,Belén,M,2418.96€,33,Asturias
94596805J,Roldán Flores,Ana,M,880.52€,16,Cuenca
54488182D,Salvador Ortega,Raquel,M,1664.22€,29,Málaga
